Tên cơ sở,Địa chỉ,Số phòng,Điện thoại,Cơ quan nhà nước quản lý,Email,Website,Giá,Fax
Khách sạn Thanh Thanh,"98A Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,0258 3527 678,Có,,,,
Khách sạn Thái Trung,"4  (Lô 12+13) Ngô Quyền, Phường Xương Huân, Thành phố Nha Trang, Khánh Hòa",,0258 3813 627,Có,,,,
Khách sạn Hà Anh,"266 Khánh Yên, Phường Lào Cai, Thành phố Lào Cai, Lào Cai",10,0214 6297 339,Có,,,,
Khách sạn Thái Dương,"96A/5 Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,0258 3524 772,Có,,,,
Khách sạn Anh Minh,"Khu 1, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,0211 3824 279,Có,anhminhhoteltd@gmail.com,,400.000 - 1.000.000,
Khách sạn Đoan Trang (Lào Cai),"22 Minh Khai, Phường Lào Cai, Thành phố Lào Cai, Lào Cai",19,0214 3836 546,Có,info@khachsanlaocaigalaxy.com,,,0214 3836 450
Khách Sạn Anh Vy 1,"8 Số 2, Khu Nhà Areco, khu phố 1, Phường Linh Tây, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",12,028 3824 8357,Có,,,250.000 - 300.000,
Nhà khách UBND tỉnh (Khu biệt thư Nguyễn Viết Xuân),"12 Trần Hưng Đạo, Phường 3, Thành phố Đà Lạt, Lâm Đồng",,0263 3821 179,Có,nktuld@gmail.com,,,0263 3825 885
Khách sạn Tân Mỹ,"70A Nguyễn Thị Minh Khai, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,0258 3513 015,Có,,,,
Khách sạn Sao Phương Bắc,"40 Trần Nguyên Hãn, Phường Lào Cai, Thành phố Lào Cai, Lào Cai",15,0214 3830 495,Có,,,,
Khách sạn Huy Hiệp,"77 Nguyễn Huệ, Phường Lào Cai, Thành phố Lào Cai, Lào Cai",13,098 676 62 68,Có,,,,
Nhà khách Tỉnh ủy,"1 Nguyễn Viết Xuân, Phường 7, Thành phố Đà Lạt, Lâm Đồng",42,0263 3823 865,Có,nhakhachtinhuy@dalatcity.org,dalathotel.vn/nktinhuy,,
Khách sạn Tài Lộc,"96A/10 Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,0258 3524 819,Có,kstailoc@gmail.com,,,
Khách sạn Hương Giang,"Tổ 4 - 059 - Nguyễn Huệ, Phường Lào Cai, Thành phố Lào Cai, Lào Cai",12,0214 3834 679,Có,,,,
Khách Sạn Hoàng Kim Ngân,"4B1 Kp3	, Phường Thạnh Lộc, Quận 12, Thành phố Hồ Chí Minh",12,090 904 56 78,Có,,,100.000 - 150.000,
Khách sạn Camellia Nha Trang 2,"99A Nguyễn Thiện Thuật, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,0258 3526 412,Có,camelliatso@gmail.com,,,
Khách sạn Hoàng Lan 1,"23 Nguyễn Huệ, Phường Lào Cai, Thành phố Lào Cai, Lào Cai",20,0214 3834 024,Có,,,,
Khách sạn Uyển Nhi,"73 Hàm Nghi, Phường Kim Tân, Thành phố Lào Cai, Lào Cai",26,0214 3841 424,Có,,,,
Khách sạn Orient,"Khu 1, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,098 312 03 18,Có,3824235,,,
Khách sạn Phú Bình,"114 Lê Lai , Phường Kim Tân, Thành phố Lào Cai, Lào Cai",18,0214 3849 948,Có,,,,
Khách sạn Quang Vinh 1,"96A/6/17 Trần Phú, Phường Vĩnh Nguyên, Thành phố Nha Trang, Khánh Hòa",,0258 3526 833,Có,,,,
Khách sạn Thanh Hải,"Tổ dân phố 1, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,098 867 84 64,Có,,,,
Nhà Khách số 1 Lào Cai,"Tổ 17 - Trần Nhật Duật, Phường Kim Tân, Thành phố Lào Cai, Lào Cai",46,0214 3844 981,Có,,,,
Khách sạn Thanh Tâm,"Tổ dân phố 1, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,0211 3824 428,Có,,,,
Khách sạn Bảo Sơn,"058 N3, Phường Cốc Lếu, Thành phố Lào Cai, Lào Cai",15,0214 4659 933,Có,,,,
Khách sạn biệt thự Liên Hương,"11 Mê Linh, Phường 9, Thành phố Đà Lạt, Lâm Đồng",,090 168 05 68,Có,lienhuong.dalathotel@gmail.com,,3.000.000,
Khách sạn nghỉ dưỡng Vinpearl Đà Nẵng,"23 Trường Sa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",122,0236 3966 889,Có,Info.VPRSDN@vinpearl.com,https://vinpearl.com/vi/hotels/vinpearl-resort-spa-da-nang,,
Khách sạn Hoàng Kim,"98/11 Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,0258 3524 278,Có,,,,
Khách sạn Hoàng Đông,"56 Nguyễn Biểu, Phường Vĩnh Hải, Thành phố Nha Trang, Khánh Hòa",,0258 3831 886,Có,,,,
Khách sạn Hoàn Mỹ,"56B Nguyễn Thiện Thuật, Phường Tân Lập, Thành phố Nha Trang, Khánh Hòa",,0258 3526 145,Có,,,,
Khách sạn Hoàn Hải,"96A/4 Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,0258 3523 262,Có,hoanhai96tp@dng.vnn.vn,,,
Khách sạn Hòa Mỹ,"17/4 Nguyễn Thị Minh Khai, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,0258 3524 555,Có,hoamyhotel@gmail.com,,,
Khách sạn Hòa An,"75B Nguyễn Thị Minh Khai, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,0258 3513 020,Có,hoaanhotel@gmail.com,,,
Khách sạn Hiền Lương,"17/15B Nguyễn Thị Minh Khai, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,0258 3522 559,Có,vancamh2002@yahoo.com,,,
Khách sạn Hải Sơn,"74 Nguyễn Biểu B2, Phường Vĩnh Hải, Thành phố Nha Trang, Khánh Hòa",,0258 3832 545,Có,,,,
Khách sạn Kim Cương,"191 đường Bùi Thị Xuân, Phường 2, Thành phố Đà Lạt, Lâm Đồng",15,093 314 41 54,Có,kimcuongdalat2017@gmail.com,,,
Khách sạn nghỉ dưỡng Eco K'lan,"Khoảnh 2, Phân khu chức năng số 10, hồ Tuyền Lâm, Phường 4, Thành phố Đà Lạt, Lâm Đồng",,0263 3800 199,Có,klandalat.resort@gmail.com,,800.000 - 1.000.000,
Khách sạn Hương Trà I,"07 Nguyễn Thái Học, Phường 1, Thành phố Đà Lạt, Lâm Đồng",,0263 3837 951,Có,,,,
Khách sạn Hùng Phong,"46 Hà Huy Tập, Phường 3, Thành phố Đà Lạt, Lâm Đồng",,0263 3532 386,Có,hungphong2009@hotmail.com,,400.000 - 700.000,0263 3532 074
Khách Sạn California,"39-41 Số 8, Kdc Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, Thành phố Hồ Chí Minh",,096 408 88 33,Có,,,300.000,
Khách sạn Hương Sen,"4 Nguyễn Chí Thanh, Phường Tân Giang, Thành phố Hà Tĩnh, Hà Tĩnh",,0239 3857 400,Có,,,,
Khách sạn Minh Đức,"56 Trần Phú, Phường Bắc Hà, Thành phố Hà Tĩnh, Hà Tĩnh",,0239 3855 856,Có,,,,
Khách sạn Tân Giang,"25 Nguyễn Công Trứ, Phường Bắc Hà, Thành phố Hà Tĩnh, Hà Tĩnh",,0239 3855 563,Có,,,,
Khách sạn Quân khu 4,"Khối 1, Thị trấn Xuân An, Huyện Nghi Xuân, Hà Tĩnh",,0239 3821 178,Có,,,,
Khách sạn San Hô Đỏ,"Bãi biển Xuân Thành, Xã Xuân Thành, Huyện Nghi Xuân, Hà Tĩnh",,094 658 66 65,Có,,,,
Khách sạn nghỉ dưỡng Memory Mini,"Nguyễn Chí Thanh, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",,0262 3567 777,Có,daklakmemoryminiresort@gmail.com,http://www.memory.com.vn/memory-resort,,
Khách sạn Cát Thành,"Thôn 1, Xã Xuân Hồng, Huyện Nghi Xuân, Hà Tĩnh",,097 540 30 98,Có,,,,
Khách sạn Đức Tài,"Khối 19, Thị trấn Hương Khê, Huyện Hương Khê, Hà Tĩnh",,0239 3873 379,Có,,,,
Khách sạn Hoàng Khương,"57 Hoàng Diệu, Phường An Bình, Thị Xã Buôn Hồ, Đắk Lắk",15,0262 3870 493,Có,Hoangkhuong.buonho@yahoo.com,https://khachsanhoangkhuong.com/,,
Khách sạn TTGD Hàng Không,"67 Nguyễn Tất Thành, Xã Hòa Thắng, Thành phố Buôn Ma Thuột, Đắk Lắk",,0262 3952 266,Có,trinhthienkshk@gmail.com,,,
Khách sạn Thiên Phong,"211 Hà Huy Tập, Phường Tân An, Thành phố Buôn Ma Thuột, Đắk Lắk",,0262 3894 567,Có,,,,
Khách sạn Vầng Trăng Sa Pa,"82 Đường Thạch Sơn, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",20,094 356 99 98,Có,,,,
Khách sạn Villa Sapa,"18 Thác Bạc, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",20,0214 3873 595,Có,,,,
Khách sạn Topas Ecolodge,"24 Mường Hoa, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",25,0214 3871 331,Có,reservation@topasecolodge.com,,4.200.000 - 6.500.000,0214 3872 405
Khách sạn Thiên Ngân,"21 Cầu Mây, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",20,0214 3873 222,Có,thienngasapahotel@gmail.com,,,
Khách sạn Happy,"17 Nguyễn Sơn, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",,0262 3566 668,Có,nguyenquangns1966@gmail.com,,,
Khách sạn Thiên Đường,"14 Thạch Sơn, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",25,0214 3888 758,Có,,,,
Khách sạn Sông Trà,"42 Lý thường Kiệt, Phường Thống Nhất, Thành phố Buôn Ma Thuột, Đắk Lắk",,0262 3817 897,Có,songtra@yahoo.com.vn,,,
Nhà khách Số 2 UBND tỉnh,"2 Cầu Mây, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",25,0214 3871 420,Có,,,,0214 3871422
Khách sạn Sapa view,"41 Mường Hoa, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",26,0214 3872 388,Có,salesmanage@sapaview-hotel.com,,600.000 - 1.500.000,
Khách sạn Đỉnh Cao,"10 Thác Bạc, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",68,0214 3872 967,Có,,,,0214 3872 471
Khách sạn Sapa Paradise,"14 Thạch Sơn, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",25,0214 3888 758,Có,info@sapaparadisehotel.com,http://www.sapaparadisehotel.com,,
Khách sạn Sapa Lodge,"20 Mường Hoa, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",22,0214 3772 555,Có,sapalogde@gmail.com,,,0214 3772 113
Khách sạn Sapa Green,"02 Hoàng Liên, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",,083 216 66 66,Có,,,,
Khách sạn Sapa Center,"12 Cầu Mây, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",25,0214 3872 881,Có,info@sapacentrehotel.com,https://sapacentrehotel.com,600.000 - 1.400.000,
Khách sạn Sapa Minh Đức,"1 Ngũ Chỉ Sơn, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",32,0214 3872 362,Có,salesapahotel@gmail.com,,,
Khách sạn Royal View Sapa,"34 Cầu Mây, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",30,0214  3872 990,Có,,,,
Khách sạn Rồng Sa Pa,"1A Thác Bạc, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",20,091 338 89 66,Có,,,1.000.000 - 2.400.000,
Khách sạn RiverSide II,"18 Ngũ Chỉ Sơn, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",32,0214 3771 255,Có,,,900.000 - 1.200.000,
Khách sạn Paris Boutique,"42 Ngũ Chỉ Sơn, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",40,0214 3771 886,Có,sales@parisboutiquesapahotel.com,http://parisboutiquesapahotel.com,,0214 3771105
Khách sạn Sapa Panorama,"Số 10 Hoàng Diệu, SaPa, Lào Cai, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",29,0214 3771 535,Có,sales@sapapanoramahotel.com,,,0214 3772535
Khách sạn Phú Quý,"Quốc lộ 1A, Phường Trần Phú, Thành phố Hà Tĩnh, Hà Tĩnh",,094 921 58 58,Có,,,,
Khách sạn Hoàng Gia 2,"Khối 1, Thị trấn Xuân An, Huyện Nghi Xuân, Hà Tĩnh",,0239 3876 127,Có,,,,
Khách sạn Hòa Bình,"Dốc Tam Đảo, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,0211 3824 567,Có,,,,
Khách sạn Hanvet,"Dốc Tam Đảo, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,0211 3816 868,Có,kshanvet.td@gmail.com,,,
Khách sạn nghỉ dưỡng nước khoáng nóng Sơn Kim,"Quốc lộ 8A, Xã Sơn Kim 1, Huyện Hương Sơn, Hà Tĩnh",26,0239 3856 778,Có,nuockhoangthiennhiensonkim@gmail.com,,,
Khách sạn Cây Thông,"Thị trấn Tam Đảo, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,0211 3824 271,Có,,,,
Khách sạn Suối Bạc,"Tổ dân phố 1, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,0211 3824 275,Có,,,,
Khách sạn Ngôi Sao,"Tổ dân phố 1, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,0211 6095 318,Có,contact@tamdaohotel.com.vn,,,
Khách sạn Minh Hường,"Bãi biển Xuân Thành, Xã Xuân Thành, Huyện Nghi Xuân, Hà Tĩnh",43,091 258 64 48,Có,,,,
Khách sạn Hoàng Anh,"Ngã ba Vũng Áng, Phường Kỳ Thịnh, Thị xã Kỳ Anh, Hà Tĩnh",25,097 384 97 98,Có,,,,
Khách sạn Sao Mai,"Tổ dân phố 1, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,0211 3824 304,Có,,,,
Khách sạn Hạ Long,"Khu 1, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,0211 3824 206,Có,,,,
Khách sạn Mai Anh,"038-040 Phan Đình Phùng, Phường Lào Cai, Thành phố Lào Cai, Lào Cai",25,0214 3836 868,Có,maianhhotellc@gmail.com,,,
Khách sạn Biển Vàng,"37 Nguyễn Văn Linh, Phường Liên Bảo, Thành phố Vĩnh Yên, Vĩnh Phúc",,0211 3843 002,Có,,,,
Khách sạn Hà Thành,"Bãi biển Xuân Thành, Xã Xuân Thành, Huyện Nghi Xuân, Hà Tĩnh",30,0239 3827 172,Có,hanvethotel@gmail.com,,,
Khách sạn Seoul 8,"TDP Vĩnh Thịnh Tây, Khai Quang, Vĩnh Yên, Vĩnh Phúc., Phường Khai Quang, Thành phố Vĩnh Yên, Vĩnh Phúc",,097 618 21 60,Có,,,,
Khách sạn Hà Tiên,"Lê Thanh Nghị, Phường Liên Bảo, Thành phố Vĩnh Yên, Vĩnh Phúc",,0211 3844 432,Có,,,,
Khách sạn Kim Cương,"Hùng Vương, Phường Hội Hợp, Thành phố Vĩnh Yên, Vĩnh Phúc",,0211 3848 892,Có,,,,
Khách sạn Đức Anh,"78 Chùa Hà, Xã Định Trung, Thành phố Vĩnh Yên, Vĩnh Phúc",,0211 3862 075,Có,,,,
Khách sạn Hoàng Long,"185 Tôn Đức Thắng, Phường Khai Quang, Thành phố Vĩnh Yên, Vĩnh Phúc",,0211 3840 355,Có,honglongjscvp@gmail.com,,,
Khách sạn Thịnh Tám,"Quốc lộ 8A, Thị trấn  Tây Sơn, Huyện Hương Sơn, Hà Tĩnh",30,091 410 41 08,Có,,,,
Khách sạn An Du,"339 Đường Mê Linh, Phường Liên Bảo, Thành phố Vĩnh Yên, Vĩnh Phúc",,0211 3720 088,Có,,,,
Khách sạn Hoàng Qui,"Phố Hà Huy Tập, Phường Tích Sơn, Thành phố Vĩnh Yên, Vĩnh Phúc",,0211 3840 884,Có,thaihoangvp@yahoo.com,,,
Khách sạn Hoàng Ngân 2,"545 Hà Huy Tập, Xã Thạch Bình, Thành phố Hà Tĩnh, Hà Tĩnh",36,091 304 70 64,Có,,,,
Khách sạn Thái Dương,"Đầm Vạc, Phường Đống Đa, Thành phố Vĩnh Yên, Vĩnh Phúc",,0211 3861 088,Có,thaiduongvp@yahoo.com,,,
Khách sạn Pha Lê,"60-62 Phan Đình Phùng, Phường Xương Huân, Thành phố Nha Trang, Khánh Hòa",40,0258 3561 468,Có,crystalhotelnhatrang@gmail.com,,,
Khách sạn Vĩnh Yên,"Số 69 đường Lý Bôn, Phường Đống Đa, Thành phố Vĩnh Yên, Vĩnh Phúc",,0211 3861 250,Có,vinhyenhotel@yahoo.com,,,
Khách sạn Kim Cương,"358 Nguyễn Huệ, Phường Lào Cai, Thành phố Lào Cai, Lào Cai",28,0214 3860 999,Có,kimcuonglaocaihotel@gmail.com,,400.000 - 600.000,
Khách sạn Ocean Bay,"35 Phạm Ngọc Thạch, Phường Vĩnh Hải, Thành phố Nha Trang, Khánh Hòa",40,0258 3540 707,Có,info@oceanbaynhatrang.com,,,
Khách sạn Galaxy,"268 Minh Khai, Phường Lào Cai, Thành phố Lào Cai, Lào Cai",50,0214 3837 888,Có,info@khachsanlaocaigalaxy.com,,,0214 3837 999
Khách sạn Hoàng Gia,"179 đường Trần Quốc Tuấn, Phường Đống Đa, Thành phố Vĩnh Yên, Vĩnh Phúc",17,"0211 3861 432, 091 253 56 26",Có,kshoanggia179tranquoctuan@gmail.com,,200.000 - 800.000,
Khách sạn Hoa Đô,"TDP1, Thị trấn Xuân An, Huyện Nghi Xuân, Hà Tĩnh",20,0239 3821 089,Có,khachsanhoadoht@gmail.com,,,
Khách sạn Vĩnh Lộc,"Lô K4 - KCN Kim Thành, Phường Duyên Hải, Thành phố Lào Cai, Lào Cai",50,0214 4958 575,Có,,,,
Khách sạn Lavender Tam Đảo,"Khu 1, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",10,096 111 36 88,Có,lavendertamdao@gmail.com,,500.000 - 1.000.000,
Khách sạn Vân Hà,"22 Thủy Hoa, Phường Duyên Hải, Thành phố Lào Cai, Lào Cai",30,0214 3824 731,Có,vanhahotel2003@gmail.com,,,
Khách sạn Lam Kiều,"Khối 1, Thị trấn Xuân An, Huyện Nghi Xuân, Hà Tĩnh",,0239 3821 461,Có,haforimexht@gmail.com,,,
Khách sạn Việt Thái,"104 Nguyễn Ái Quốc, Phường Bắc Hồng, Thị xã Hồng Lĩnh, Hà Tĩnh",46,0239 3570 789,Có,vietthaihotel.ht@gmail.com,http://khachsanvietthai.com/,,
Khách Sạn Ngọc Long Châu,"Tổ dân phố 1, Thị trấn  Tây Sơn, Huyện Hương Sơn, Hà Tĩnh",48,097 857 27 89,Có,,,,
Khách sạn Nha Trang,"129 Thống Nhất, Phường Vạn Thắng, Thành phố Nha Trang, Khánh Hòa",,0258 3822 224,Có,ksnha trang@dng.vnn.vn,,,
Khách sạn Hoàng Quân,"58 Nguyễn Đổng Chi, Phường Nam Hồng, Thị xã Hồng Lĩnh, Hà Tĩnh",40,0239 3575 859,Có,,,,
Khách sạn Hoa Sim,"Kỳ Liên, Phường Kỳ Liên, Thị xã Kỳ Anh, Hà Tĩnh",20,0239 6549 999,Có,,,,
Khách sạn Lakeside Dailai,"Khu A- Hồ Đại Lải- Xã Cao Minh- Thành phố Phúc Yên - Vĩnh Phúc, Xã Cao Minh, Thị xã Phúc Yên, Vĩnh Phúc",54,091 326 10 10,Có,dailaihotel@gmail.com,lakesidedailaihotel.vn,1.200.000 - 3.000.000,
Khách sạn Đức An,"Tổ dân phố 1, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",20,039 774 16 72,Có,ksducan.tamdao@gmail.com,,800.000 - 1.600.000,
Khách sạn Victory,"Kỳ Liên, Phường Kỳ Liên, Thị xã Kỳ Anh, Hà Tĩnh",46,0239 3865 468,Có,,,,
Khách sạn Hai Thủy,"Quốc lộ 1A, Phường Kỳ Liên, Thị xã Kỳ Anh, Hà Tĩnh",88,"0239 0969 133 559, 096 913 35 59",Có,,,,
Khách sạn Phú Anh Tây,"Số 150 Xô Viết Nghệ Tĩnh, Thị Trấn Nghèn, Huyện Can Lộc, Tỉnh Hà Tĩnh, Thị trấn Nghèn, Huyện Can Lộc, Hà Tĩnh",22,0239 3635 666,Có,phuanhtayht@gmail.com,,,
Khách sạn Khánh Huyền,"60 Nguyễn Thị Minh Khai, Phường Trần Phú, Thành phố Hà Tĩnh, Hà Tĩnh",28,0239 3899 988,Có,khachsankhanhhuyen@gmail.com,,,
Khách sạn Việt Cường,"Đường Nguyễn Thiếp, Thị trấn Nghèn, Huyện Can Lộc, Hà Tĩnh",22,0239 3840 666,Có,,,,
Khách sạn Xuân Quỳnh,"tt Tam Đường - huyện Tam Đường - tỉnh Lai Châu, Thị trấn Tam Đường, Huyện Tam Đường, Lai Châu",,"0213 36260 260, 098 580 85 80",Có,,,,
Khách sạn Đại An,"phường kỳ trinh, thị xã kỳ anh, tỉnh hà tĩnh, Phường Kỳ Trinh, Thị xã Kỳ Anh, Hà Tĩnh",46,0239 3868 898,Có,,,,
Khách sạn Putaleng,", Thị trấn Tam Đường, Huyện Tam Đường, Lai Châu",,0167 214 9282,Có,,,,
Khách sạn Sông La,"Bãi biển Thiên Cầm, Xã Cẩm Nhượng, Huyện Cẩm Xuyên, Hà Tĩnh",22,0239 3862 666,Có,khachsansongla@gmail.com,,,
Khách sạn Anh Bảo,"Khu kinh tế Vũng Áng, Phường Kỳ Liên, Thị xã Kỳ Anh, Hà Tĩnh",30,0239 6255 588,Có,,,,
Khách sạn Thiên Mã,"52 Hai Bà Trưng, Phường Thắng Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",67,0262 3853 963,Có,thienmahotelbmt@gmail.com,,,0262 3852 121
Khách sạn Cao Nguyên,"65 Phan Chu Trinh, Phường Thắng Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",,0262 3855 960,Có,caonguyenhotel65@gmail.com,http://daklaktourist.com.vn,,0262 3851 912
Khách sạn Sung Tứ Quý,"107 Cù Chính Lan, Phường Diên Hồng, Thành phố Pleiku, Gia Lai",,0269 3824 506,Có,,,,
Khách sạn Hoàng Trường Lâm,"339 Trần Phú, Thị trấn Hương Khê, Huyện Hương Khê, Hà Tĩnh",20,0239 3871 126,Có,,,,
Khách sạn Hoàng Ngọc,"số 7 đường mai phì thị trấn hương khê, Thị trấn Hương Khê, Huyện Hương Khê, Hà Tĩnh",25,0239 3790 999,Có,,,,
Khách sạn Đông Á 1,"số nhà 16-18 đường hà hoàng tân trung thạch trung tp hà tĩnh tĩnh hà tĩnh, Xã Thạch Trung, Thành phố Hà Tĩnh, Hà Tĩnh",36,0239 3897 666,Có,dongahotelht@gmail.com,http://khachsandongahatinh.com,,
Khách sạn Hoàng An,"Quốc lộ 1A, Xã Xuân Lam, Huyện Nghi Xuân, Hà Tĩnh",18,0239 3576 777,Có,,,,
Khách sạn Tuấn Phát,"Đường AH131, Phường Hưng Trí, Thị xã Kỳ Anh, Hà Tĩnh",28,0239 3865 699,Có,,,,
Khách sạn Bốn Mùa,"505 Lê Đại Hành, Phường Yên Thế, Thành phố Pleiku, Gia Lai",,0269 3868 318,Có,bonmuahotelgialai@gmail.com,https://hotelbonmuagialai.com,200.000 - 300.000,
Khách sạn Hoàng Gia I,"33 Lê Hồng Phong, Phường Thạch Linh, Thành phố Hà Tĩnh, Hà Tĩnh",42,0239 6255 255,Có,,,,
Khách sạn Bình Minh,"9 Trần Phú, Phường Bắc Hà, Thành phố Hà Tĩnh, Hà Tĩnh",50,0239 6258 888,Có,ksbinhminh.ptd@gmail.com,,,
Khách sạn Grand Century,"414 Hùng Vương, Thị trấn Chư Sê, Huyện Chư Sê, Gia Lai",,0269 3768 567,Có,khangphucgialai@gmail.com,,,
Khách sạn Thái Lan,"452 Hà Huy Tập, Phường Đại Nài, Thành phố Hà Tĩnh, Hà Tĩnh",47,0239 3887 878,Có,,,,
Khách sạn Xuân Lam,"TDP 1, Thị trấn Xuân An, Huyện Nghi Xuân, Hà Tĩnh",40,0239 3821 178,Có,xuanlam.ks@gmail.com,,,
Khách sạn Ngoại Thương - Kỳ Anh,"Quốc lộ 1A, Thị Trấn Kỳ Anh, Xã Kỳ Xuân, Huyện Kỳ Anh, Hà Tĩnh",40,0239 3720 378,Có,khachsanngoaithuongkyanh@gmail.com,http://khachsankyanh.com,,
Khách sạn Xuân Lành,"914 HÙNG VƯƠNG, CHƯ SÊ, GIA LAI, Thị trấn Chư Sê, Huyện Chư Sê, Gia Lai",,0269 3885 353,Có,,,,
Khách sạn 555,"552 Quang Trung, Phường An Bình, Thị xã An Khê, Gia Lai",,0269 3832 167,Có,,,,
Khách sạn Hoàn Quân,"Khu 5A, Thị trấn Than Uyên, Huyện Than Uyên, Lai Châu",,0213 3784 163,Có,,,,
Khách sạn Tân Quốc Vương,"260 Ngô Mây, Phường An Tân, Thị xã An Khê, Gia Lai",,0269 3538 739,Có,,,,
Khách sạn Thanh Bình,"Khu 5, Thị trấn Sìn Hồ, Huyện Sìn Hồ, Lai Châu",,"0213 3870 366, 098 693 35 51",Có,,,,
Khách sạn Sao mai,"khu du lịch thiên cầm, Thị trấn Thiên Cầm, Huyện Cẩm Xuyên, Hà Tĩnh",30,0239 2214 286,Có,Saomaithiencam@gmail.com,www.thiencam.net,,
Khách sạn An Khê,"572 Quang Trung, Phường An Bình, Thị xã An Khê, Gia Lai",,0269 3832 001,Có,khachsanankhe572@gmail.com,,,
Khách sạn Phúc Thọ,"Khu 6, Thị trấn Sìn Hồ, Huyện Sìn Hồ, Lai Châu",,0213 3870 168,Có,,,,
