Tên cơ sở,Địa chỉ,Điện thoại,Email,Website,Fax
Tân Lương Sơn Quán Bắc Ninh,"L18 đường Lý Nhân Tông, Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh",0222 0835 435 555 - 0962 739 123,luongsonbacninh@gmail.com,http://luongsonquan.vn,
Dê núi Ninh Bình - Cường Râu,"37 Đồng Nai, Phường 15, Quận 10, Thành phố Hồ Chí Minh",028 090 404 40 48,,,
Nhà hàng cơm Tuấn Thủy,"2 Cầu Cạn Y Na, , Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 091 562 67 36,,,
Nhà hàng Phương Đông Bắc Ninh,"136 Nguyễn Đăng Đạo, Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 0988 676 991,,www.nhahangphuongdong.com,
Vua Lẩu Nướng Vân An,"Từ Sơn, Ngã tư Lê Quang Đạo, Tô Hiến Thành, Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 0984 096 993,,,
Vua Hải Sản Yên Phong,"xã Yên Trung, Thị trấn Chờ, Huyện Yên Phong, Bắc Ninh",0222 096 167 8113,,,
Lẩu dê Ba Xiêm,"Đường số 10, KP2, Khu dư cư Mai Thị Non, Huyện Bến Lức, Long An",,,,
Winter Ice,"74 Nguyễn Minh Trung, Huyện Bến Lức, Long An",,,,
Quán Ốc Văn Hường,"7 Lãnh Binh Thái, Huyện Cần Giuộc, Long An",,,,
Nướng Cung Đình Bắc Ninh,"Nướng Cung Đình Bắc Ninh, Phường Đại Phúc, Thành phố Bắc Ninh, Bắc Ninh",0222 083 833 3996,,,
Quán ăn đặc sản Thanh Hà,"Quốc lộ 62, Xã Tân Lập, Huyện Mộc Hóa, Long An",,,,
Nhà hàng Tây Bắc Haisoma,"Đường Dương Húc Khu đô thị Đại Đồng, Thị trấn Lim, Huyện Tiên Du, Bắc Ninh",0222 0384 335 338,,,
Bánh xèo Kim Thủy,"488 Quốc Lộ 1A, Phường 4, Thành phố Tân An, Long An",,,,
1992 Food and Drink,"290 Hùng Vương, Phường 2, Thành phố Tân An, Long An",,,,
Dao Hua - Estella Place,"Tầng 3 Trung tâm mua sắm Estella Place, Số 88 Đường Song Hành, Khu Phố 5, Phường An Phú, Quận 2, Thành phố Hồ Chí Minh",028 7309 5868,,,
Nhà hàng San San,"Đường Lê Thái Tổ, Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 3508 758,,,
Dae Jang Gum,"Tòa nhà Mplaza, Tầng 1, Số 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 3825 7974,,,
Nhà hàng Phúc Bảo,"Ấp Đồn, Xã Yên Trung, Huyện Yên Phong, Bắc Ninh",0222 078 705 7999,,,
D’Maris – Buffet Cao Cấp,"Lầu 3 Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh",028 1900 0025,,,
Chú Tèo Buffet,"Chung cư K26, Dương Quảng Hàm, Phường 07, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 1900.55.88.51,,,
Quán 44,"44 Thủ Khoa Huân, Thành phố Tân An, Long An",,,,
Chu Dimsum House,"Số 82B Trần Thái Tông, Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh",028 6678 9567,,,
Nhà hàng Bông Sen,"7 Võ Công Tồn, Thành phố Tân An, Long An",,,,
Nhà hàng Phố Nướng Bắc Ninh,"Số 11 Bế Văn Đàn, Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 0981 108 805,,,
Chị Hoa Vietnamese Cusine,"97 Hai Bà Trưng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 3825 1676,info@chihoacuisine.com,https://chihoacuisine.com,
Nhà hàng ẩm thực Sake,"2 Nguyễn Thanh Cần, Khu phố 7, Thành phố Tân An, Long An",,,,
Quán hủ tiếu Mười Tân,"10 Trần Phong Sắc, Phường 2, Thành phố Tân An, Long An",,,,
Chi Dao Bao - Dimsum,"97-99 Lý Chiêu Hoàng, Phường 10, Quận 6, Thành phố Hồ Chí Minh",028 0967.012.768,,,
Nhà hàng nhật bản Sakura sushi Bắc Ninh,"68 Trần Quốc Toản, Phường Ninh Xá, Thành phố Bắc Ninh, Bắc Ninh",0222 097 799 2090,,,
Cobo House,"26 đường Chính Liên Khu Vực, Thành phố Tân An, Long An",,,,
Chevalier Wine Restaurant,"79 Trương Định, Phường 06, Quận 3, Thành phố Hồ Chí Minh",028 094 965 69 12,,,
Chef Thiện French Bistro,"158 Pasteur, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 62874135,,,
Quán Bò Tơ Tây Ninh Năm Sánh,"127, Tỉnh lộ 827A, Thành phố Tân An, Long An",,,,
Cháo ếch Sentosa,"648 Quang Trung, Phường 11, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 0901 470 848,,,
Hải sản Làng Chài,"16A, Nguyễn Đăng Đạo, Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 088 685 6818,,,
Quán bún bò Huế Gia Hội,"394 Hùng Vương, Thành phố Tân An, Long An",,,,
Kem & Chè Mực Tím,"19 Mai Thị Tốt, KP.5, Huyện Bến Lức, Long An",,,,
Chanh Bistro Rooftop Saigon,"Rooftop 215 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",028 0903 838 760,ltt@chanhbistro.com,http://chanhbistro.com,
Cơm gà Minh Chiến,"Trần Hưng Đạo, Phường 1, Thành phố Tân An, Long An",,,,
Cục Gạch Quán,"10 Đặng Tất, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh",028 3848 0144,,http://www.cucgachquan.com.vn,
Quán Bún cá Nha Trang,"1 đường số 1, Huyện Bến Lức, Long An",,,,
Crystal Jade Kitchen,"Crystal Jade Kitchen Saigon Center Lê Lợi - Gian hàng L5-13, Trung tâm mua sắm Saigon Centre, 92-94 Nam Kỳ Khởi Nghĩa, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 1900 6622,,https://crystaljade.com.vn,
Quán Bánh canh ghẹ Hoàng,"22 Nguyễn Hữu Thọ, Huyện Bến Lức, Long An",,,,
Đông Nam Quán,"60 Trần Văn Nam, Phường 3, Thành phố Tân An, Long An",,,,
Quán ăn Dũng 215,"215 Nguyễn Đình Chiểu, Phường 7, Thành phố Tân An, Long An",0272 0918 781 645,,,
Bún bò Huế Hoàng Linh,"184/3 Hùng Vương, Phường 2, Thành phố Tân An, Long An",0272 3824 414,,https://www.facebook.com/QuanBunBoHoanglinh/,
Bún đậu mẹt Long An,"202/3 Hùng Vương, Phường 2, Thành phố Tân An, Long An",0272 0979 350 750,,https://www.facebook.com/Bún-đậu-Mẹt-107027426648366/,
ChiBi Garden,"288 Châu Thị Kim, Phường 7, Thành phố Tân An, Long An",0272 093 339 11 04,,https://www.facebook.com/Lẩu-Nướng-Không-Khói-ChiBi-Garden-2044409372556419/,
Quán lẩu nướng Kim Chi,"60 Nguyễn Văn Tạo,, Phường 4, Thành phố Tân An, Long An",0272 3550 066,,https://www.facebook.com/Quán-nướng-lẩu-không-khói-KIMCHI-937803803047292/,
Quán Chèo Bẻo,"170 đường số 5, KDC Thái Dương, Phường 6, Thành phố Tân An, Long An",0272 093 918 27 11,,https://www.facebook.com/cheobeotanan/,
Nhà hàng Cua Cốm,"21 Phân Khu Nam, KDC Đồng Tâm, Phường 6, Thành phố Tân An, Long An",0272 088 999 99 29,,https://www.facebook.com/CuaComRestaurant.TanAn/,
Nhà hàng Mường Hoa,"Khu 5A, Thị trấn Than Uyên, Huyện Than Uyên, Lai Châu",0213 0911.744.188,,,
Đặc sản gà chọi đủ món Hòa Ánh,"73 Trần Phú, Phường Tân Phong, Thành phố Lai Châu, Lai Châu",,,,
Bánh trứng gà non và nước ép hoa quả,"15A Hồ Tùng Mậu, Thành phố Lai Châu, Lai Châu",,,,
Quán mỳ cay Busan,"333 Trần Hưng Đạo, Phường Đoàn Kết, Thành phố Lai Châu, Lai Châu",,,,
Nhà hàng thịt chó đồng quê,"209QL4D, Phường Quyết Thắng, Thành phố Lai Châu, Lai Châu",,,,
Hải sản nướng – Fighting 1098,"319 Trần Hưng Đạo, Phường Đoàn Kết, Thành phố Lai Châu, Lai Châu",,,,
Ve sầu rán,"Xã Nậm Ban, Huyện Nậm Nhùn, Lai Châu",,,,
Cá Bống Vùi Gio,"Bản Vàng Pheo, Huyện Phong Thổ, Lai Châu",,,,
Pa Pính Tộp Thanh Sơn,"27 Trần Hưng Đạo, Phường Đoàn Kết, Thành phố Lai Châu, Lai Châu",,,,
Quảng Ba - Nhà hàng Trâu Bản,"112 Đường Hoàng Diệu, Phường Tân Phong, Thành phố Lai Châu, Lai Châu",0213 0983 172 054,,https://sites.google.com/site/quangbanhahangtraubanlaichau,
Nhà hàng Châu Tuấn,"01 Điện Biên Phủ, Thành phố Lai Châu, Lai Châu",0213 0979.747.012,,https://www.facebook.com/Châu-Tuấn-Coffee-restaurant-356241584902067/,
Đặc sản gà già Hùng Thúy,"Căn 17,18 THẢO NGUYÊN, Huyện Văn Giang, Hưng Yên",0221 0923288886,,https://www.facebook.com/cuongeuro1235/,
Bếp Xanh,"176 Marina, Thủy Nguyên, Huyện Văn Giang, Hưng Yên",0221 036 3883 911,,https://www.facebook.com/B%E1%BA%BEP-XANH-Restaurant-692168464484985/,
Mỹ Tường Viên,"29 - 30 Phố Trúc, Huyện Văn Giang, Hưng Yên",0221 0903225455,,https://www.facebook.com/M%E1%BB%B9-T%C6%B0%E1%BB%9Dng-Vi%C3%AAn-Khu-%C4%90%C3%B4-Th%E1%BB%8B-Ecopark-101149511311098/,
Ẩm thực tiến vua,"2 Thảo Nguyên, Huyện Văn Giang, Hưng Yên",0221 0904 913 111,,https://www.facebook.com/amthuctienvua/,
Quán Minh - Bún Hải sản Bà Thu,"98 Marina Thuỷ Nguyên, Huyện Văn Giang, Hưng Yên",0221 094 295 42 22,,https://www.facebook.com/quanminhasanbathu/,
Quán Bến Thương,"148 Thảo Nguyên, Huyện Văn Giang, Hưng Yên",0221  0911581993,,,
Liên Dương 99,"168A Mimosa Thảo Nguyên, Huyện Văn Giang, Hưng Yên",0221 0868 183 369,,https://www.facebook.com/Li%C3%AAn-D%C6%B0%C6%A1ng-99-L%E1%BA%A9u-cua-%C4%91%E1%BB%93ngg%C3%A0-ri--104033091416668/,
HIP BBQ - Lẩu nướng than hoa,"31 Thủy Nguyên, Huyện Văn Giang, Hưng Yên",0221 079 321 8888,,https://www.facebook.com/HIP-BBQ-House-106993167853149/,
Cơm chảo nóng,"A16 Phố Trúc, Huyện Văn Giang, Hưng Yên",0221  6291 5755,,https://www.facebook.com/comchaonong/,
Hải Sản Dạ Biển EcoSea,"Số 5 Thảo Nguyên, Huyện Văn Giang, Hưng Yên",0221 098 598 07 07,,https://www.facebook.com/haisandabien/,
Bếp Ngon Eco,"35A Grand Marina, Huyện Văn Giang, Hưng Yên",0221 0399 7837 99,,,
Lẩu nấm Osaka,"168 Marina Thuỷ Nguyên, Huyện Văn Giang, Hưng Yên",0221 088 672 11 08,,https://www.facebook.com/Osakamushroomhotpot/,
Bò Tơ Nhất Quán,"16 Thuỷ Nguyên, Huyện Văn Giang, Hưng Yên",0221 091 896 52 60,,https://www.facebook.com/botonhatquan/,
Cơm Tấm Tú Mập,"812 Sư Vạn Hạnh, Quận 10, Thành phố Hồ Chí Minh",028 083 5678 818,,,
Khu văn hoá ẩm thực Việt Nhật,"Tầng 2, Sky 2 Aquabay, Huyện Văn Giang, Hưng Yên",0221 08 195 111 66,,https://www.facebook.com/Restaurant.banquet.ecopark/,
Cơm quê Mười Khó,"27 Trần Quốc Thảo, Phường 06, Quận 3, Thành phố Hồ Chí Minh",028 0901 20 27 27,,,
Buffet Chay Tâm Phúc,"23 Marina Thuỷ Nguyên, Huyện Văn Giang, Hưng Yên",0221 098 735 18 89,,https://www.facebook.com/Buffet-CHAY-T%C3%82M-PH%C3%9AC-101373074999597/,
Cơm Niêu Việt Nam,"234 Đường Cộng Hòa, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh",028 094 185 52 34,,https://comnieuvietnam.vn,
Nagomi - Nhà hàng Nhật,"Lake 2 - Aquabay, Huyện Văn Giang, Hưng Yên",0221 Lake 2 - Aquabay,,https://www.facebook.com/Nagomi.japanese168/,
Cơm Niêu Thím Ba,"457 Võ Văn Tần, Quận 3, Thành phố Hồ Chí Minh",028 091 876 16 59,,,
Ban Mai Xanh - Thủy cung cá,"169 Marina Thủy Nguyên Ecopark, Huyện Văn Giang, Hưng Yên",0221 0866879533,,https://www.facebook.com/NhahangBanMaiXanh/,
Nướng Đảo Jeju,"45 Thảo Nguyên, Huyện Văn Giang, Hưng Yên",,,,
Q’s Kitchen - Nhà Hàng Miền Tây,"03A-03 Thủy Nguyên, Huyện Văn Giang, Hưng Yên",0221 0879333588,,,
Cơm Gà Thượng Hải,"Số 21 - 23 Võ Văn Tần, Phường 06, Quận 3, Thành phố Hồ Chí Minh",028 1900 0091,,comgathuonghai.com,
Phở Lẩu Hương Việt,"25 Marina Thuỷ Nguyên, Huyện Văn Giang, Hưng Yên",0221 0944 654 515,,,
Cơm gà Bà Luận Tam Kỳ,"21 Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh",028 38212828,,,
Nam Dương,"156 Thảo Nguyên Ecopark, Huyện Văn Giang, Hưng Yên",0221 0989250477,,https://www.facebook.com/namduong81/,
Quán Huế Ecopark,"A19 Phố Trúc, Huyện Văn Giang, Hưng Yên",0221 0985 367 829,,https://www.facebook.com/nhahangquanhue,
Cowboy Steakhouse & Grill,"40 Đồng Nai, Phường 15, Quận 10, Thành phố Hồ Chí Minh",028 098 181 90 49,info.cowboysteakhouseandgrill@gmail.com,,
Charming Hà Nội,"D129 - 130 Pho Truc, Huyện Văn Giang, Hưng Yên",0221 090 348 16 83,,https://www.facebook.com/Charminghanoiecopark/,
Cocodak Restaurant - Gà Hàn Quốc,"192 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",028 3823 2992,,http://www.cocodak.com,
AB Sushi,"Tầng 2 - Số 1 Thuỷ Nguyên, Huyện Văn Giang, Hưng Yên",0221 0867622669,,https://www.facebook.com/absushibyecochef/,
Con Voi Vàng,"34 Hai Bà Trưng, Quận 1, Thành phố Hồ Chí Minh",028 3822 8554,,,
Trâu Ngon Quán Ecopark,"149 -150 Thảo Nguyên, Huyện Văn Giang, Hưng Yên",0221 077 733 3888,,https://www.facebook.com/Nh%C3%A0-h%C3%A0ng-Tr%C3%A2u-Ngon-Qu%C3%A1-Ecopark-2113761092277284/,
Con Ốc Quán,"150/39 Nguyễn Trãi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",028 090 383 9393,conocquan@gmail.com,,
Alfresco's Ecopark,"A17 Phố Trúc, Huyện Văn Giang, Hưng Yên",0221 0983 954 183,,,
Con Gà Trống,"Số 39 Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 38 248 824,,http://quancongatrong.com,
Phòng Trà E.M,"D2 Rừng Cọ, Hưng Yên",0221 0961 424 293,,,
Con Cò - Ẩm Thực Trung Hoa,"242 Trần Bình Trọng, Phường 04, Quận 5, Thành phố Hồ Chí Minh",028 38 306 01,,,
Nhà hàng Cây Cau,"A13-14 Phố Trúc, Hưng Yên",0221 6273 8666,,https://www.facebook.com/nhahangcaycau/,
Cocorico - Thịt nướng lò Rotisseries,"Số 127 Điện Biên Phủ, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",028 8 6292 0606,,,
Nhà hàng Đức Dê,"446 Nguyễn Huệ, Thành phố Ninh Bình, Ninh Bình",,,,
Nhà hàng Hoàng Long,"10 đường Tràng An, Thành phố Ninh Bình, Ninh Bình",,,,
Cocodak Korean Restaurant,"192 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",028 38232992,,,
Coca Suki,"Tầng B3-28F, Vincom Center, 45A Lý Tự Trọng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 28 02 6668,,,
Quán thạch dừa,"690 Nguyễn Công Trứ, Thành phố Ninh Bình, Ninh Bình",,,,
Nhà hàng KingDom BBQ – Lẩu Hơi – Nướng không khói,"Số 132 Đông Côi, Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 098 501 6999,,www.kingdombbq.vn,
Bánh tôm,"239 Trần Hưng Đạ, Thành phố Ninh Bình, Ninh Bình",,,,
Buzza BBQ - Korean Hot Foods,"Tầng 3, 51 - 53 Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh",028 1900 989807,,,
Thịt xiên nướng Đức Trọc,"52 Hoàng Hoa Thám, Phường Thanh Bình, Thành phố Ninh Bình, Ninh Bình",,,,
Nhà Hàng Thanh Lợi,"Phố 8, gần trường THPT Chuyên Lương Văn Tụy, Thành phố Ninh Bình, Ninh Bình",,,,
Nhà hàng King BBQ Bắc Ninh,"Tòa nhà Việt Long, 34 Lý Thái Tổ, Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 387 5857,,,
Nhà hàng Dũng Phố Núi,"Ninh Xuân, Huyện Hoa Lư, Ninh Bình",,,,
Nhà hàng Hoàng Sa,"168 đường Phạm Thận Duật, Thành phố Ninh Bình, Ninh Bình",,,,
Nhà hàng Cúc Phương,"Đường rừng Cúc Phương, Huyện Nho Quan, Ninh Bình",,,,
Nhà hàng Hongdae BBQ & Beer,"Tầng 3, Vincom Bắc Ninh, Ngã 6, Phường Suối Hoa, Thành phố Bắc Ninh, Bắc Ninh",0222 222 1981,,,
Bánh cuốn hấp thịt,"15 Vân Giang, Thành phố Ninh Bình, Ninh Bình",,,,
Nhà hàng hải sản Toàn Tình,"Đường Nguyễn Quyền, KĐT Nam Võ Cường, Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh",0222 091 750 1234,,,
Nhà hàng hải sản Dung Cua,"21C4, đường Trần Quốc Toản, Phường Ninh Xá, Thành phố Bắc Ninh, Bắc Ninh",0222 2222 555,,,
Nhà hàng GoGi House,"Số 32 Nguyễn Đăng Đạo, Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 3903 888,,www.gogi.com.vn,
Bún Bò Huế Xưa,"148 Lê Thị Riêng, Quận 1, Thành phố Hồ Chí Minh",028 0901.6789.96,,http://hethongbunboxua.vn,
Bún Bò Huế Hạnh,"135 Bành Văn Trân, Phường 07, Quận Tân Bình, Thành phố Hồ Chí Minh",028 083 865 4842,,,
Nhà hàng Gà Kinh Bắc,"Số 1, Phố Ba Huyện, Phường Khắc Niệm, Thành phố Bắc Ninh, Bắc Ninh",0222 3908.323 - 0918.869.155,vuong.vuvan79@gmail.com,http://gakinhbac.com/,
Bún bò Huế Ba Nghị,"466 Nguyễn Tri Phương, Phường 09, Quận 10, Thành phố Hồ Chí Minh",028 093 862 66 18,,,
Bún bò huế An Hòa,"SH 06, Landmark 6, Vinhomes Central Park, 208 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh",028 19001703,,http://bunbohueanhoa.vn,
Bún bò Gánh,"135 Nguyễn Du, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",028 6684 4446,,https://bunboganh.vn,
Buffet Liberty,"17 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 3827 1717,,,
Nhà hàng Cố Đô Hoa Lư,"Biệt thự DD46 số 1 Nguyễn Quyền, Phường Đại Phúc, Thành phố Bắc Ninh, Bắc Ninh",0222 096 559 8098,,,
Bornga,"Số 45 Lý Tự Trọng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 1900 7001,,http://www.bornga.kr,
Bookmark Saigon Restaurant,"133AB Nguyễn Đình Chính, Quận Phú Nhuận, Thành phố Hồ Chí Minh",028 0909 004 133,,,
Nhà hàng 123 Zô,"Ấp đồn Yên Phong, Thành phố Bắc Ninh, Bắc Ninh",0222 0868 397 997,,,
Bonjour Resto,"6/2 Nguyễn Huy Tưởng, Phường 06, Quận Bình Thạnh, Thành phố Hồ Chí Minh",028 0936.190.969,cs@bonjourresto.com,http://www.bonjourresto.com,
Tân Lương Sơn Quán,"L18 đường Lý Nhân Tông, Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh",0222 083 543 5555,,,
Lẩu Xiên Ma Cao,"Royal park Luy Lâu gần trung tâm văn hóa, Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 096 665 9280,,,
Hương Mãn Lầu,"Số 44 Nguyễn Văn Cừ, Phường Ninh Xá, Thành phố Bắc Ninh, Bắc Ninh",0222 098 877 6881,,,
Bistrot de Saigon,"Số Q9, Bạch Mã, Phường 15, Quận 10, Thành phố Hồ Chí Minh",028 092 353 8888,bistrotdesaigon@gmail.com,,
Hải sản S - Food,"Ấp Đồn, Yên Trung, Thị trấn Chờ, Huyện Yên Phong, Bắc Ninh",0222 096 615 9567,,,
Bibimbap Korean Food,"51 đường D5, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh",028 090 281 47 66,,,
Beirut,"Số 21 Ngô Đức Kế, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 38222 188,hello@beirut.vn,http://beirut.com.vn,
Beef Bar Saigon,"140A Lý Chính Thắng, Phường 07, Quận 3, Thành phố Hồ Chí Minh",028 093 620 39 43,,,
Beefsteak Hai Con Bò,"85 Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh",028 6659 0909,,http://www.haiconbo.com,
Hải sản Loan,"90 Ngọc Hân Công Chúa, Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 093 360 1981,,,
Baozi - Ẩm Thực Đài Loan,"165 Nguyễn Thái Học, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh",028 7306 6088,,,
Bánh Mì Chảo Cô 3 Hậu,"36 Đường Số 18, Phường 8, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 0937 835 808,,,
Buk Buk Buffet nướng & lẩu,"Tầng 3, Vincom plaza, Trần Hưng Đạo, Phường Suối Hoa, Thành phố Bắc Ninh, Bắc Ninh",0222 6514 808 - 090 622 5098,bukbuk3@redsun-iti.vn,www.bukbuk.vn,
Bạch Tuộc Nướng Thương,"Số 90, đường 17, Phường Tân Quy, Quận 7, Thành phố Hồ Chí Minh",028 093 886 83 16,,,
Ba Con Cừu,"06A Cao Thắng, Quận 3, Thành phố Hồ Chí Minh",028 3.834 1119,,,
B.O.C Homemade BBQ,"Số 43 Nguyễn Văn Giai, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",028 090 124 90 78,,,
Ân Nam Quán,"59 Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",028 3 9100 988,,http://annamquan.com,
Ẩm Thực Hương Bắc,"36/19-23 (Sky Garden 2), Phạm Văn Nghị - Bắc, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh",028 0933991616,,,
Au Parc Saigon,"Số 23 Hàn Thuyên, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 3829 2772,,http://auparcsaigon.com,
Au Lac Do Brazil,"238 Pasteur, Phường 06, Quận 3, Thành phố Hồ Chí Minh",028 3820.7157,,,
Atelier Des Rêves,"Hẻm 20 Kỳ Đồng , Quận 3, Thành phố Hồ Chí Minh",028 3526 1518,,,
Arirang restaurant,"Tầng 3, 2 Đồng Khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 3823 1983,,,
Anh Tukk,"74/7 Hai Bà Trưng, Quận 1, Thành phố Hồ Chí Minh",028 3828 2288,,,
Ân Nam Quán,"Số 59 Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",028 3910 0988,,http://annamquan.com,
An Duyên - Nhà Hàng Chay,"10 Nguyễn Tri Phương, Quận 5, Thành phố Hồ Chí Minh",028 0908.421.461,bepxanhanduyen@gmail.com,https://www.bepxanhanduyen.com,
Amun Garden Restaurant & Lounge,"23A Ngô Thời Nhiệm, Phường 06, Quận 3, Thành phố Hồ Chí Minh",028 6276 9179,,,
